brand,category,description,important_info,name,price,store
Red Bull,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Red Bull, Energy Drink, 12 Ounce",3.49,Bristol Farms
Neuro sleep,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Neuro sleep, Neuro Sleep Mellow Mango, 14.5 Fl Oz",$2.69,Bristol Farms
CELSIUS,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Celsius, Sparkling Orange, 12 Ounce",2.29,Bristol Farms
Gt'S,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Gt'S, Gts Kombucha Gingerade, 16 Ounce",3.99,Bristol Farms
Rockstar,Sports & Energy Drinks,Product Category: Breakroom And Janitorial/Beverages & Snack Foods,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Rockstar - Energy Drink Sugar Free, 16 Ounce",2.29,Bristol Farms
CELSIUS,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Celsius, Sparkling Watermelon, 12 Ounce",2.29,Bristol Farms
Sol Ti,Snacks & Sweets,NaN,"Important information

Ingredients
Reverse Osmosis Water (Chlorine & Fluoride Free), Liquid Chlorophyl, Juice From: Organic Lemon, Organic Aloe Vara; Organic Maple Syrup


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Sol Ti, Superade Chlorophyll Aloe Organic, 15.5 Ounce",5.49,Bristol Farms
Red Bull,Sports & Energy Drinks,"RED BULL SUGARFREE. NO SUGAR. JUST WINGS. Red Bull Sugarfree is a carbonated beverage that provides the wings of a Red Bull Energy Drink without sugar and only 5 calories per 8.4-Fluid ounce can.  WHEN TO DRINKRed Bull is a great energy drink to have by your side, and is appreciated throughout the world by top athletes and busy professionals to college students and travelers on long journeys. For those who need WINGS for intense meetings or creative brainstorming sessions, on the field with teammates or competitors, or simply want to get the most out of life, a chilled can of Red Bull Sugarfree Gives You Wings. Without sugar.  WHAT'S INSIDE THE CANCaffeine was well known for its stimulating effects by ancient civilizations who consumed it from natural sources like tea, coffee, cacao beans & cola nuts.Taurine is an amino acid, naturally occurring in the human body and present in commonly consumed foods. It is involved in a wide range of biological processes.B-Group Vitamins are essential micronutrients that are required for maintaining normal body functionsAspartame & Acesulfame K are among the most-tested and most-used sugar substitutes worldwide. Water Naturally, water is a key ingredient of Red Bull.  WHAT YOU ADD TO YOUR BASKET Red Bull Sugarfree, 8.4-Fluid ounce can","Important information

Safety Warning
Not recommended for children, pregnant or nursing women and persons sensitive to caffeine. Phenylketonurics: Contains Phenylalanine.


Ingredients
Carbonated Water, Citric Acid, Taurine, Sodium Citrate, Magnesium Carbonate, Caffeine, Glucuronolactone, Acesulfame K, Aspartame, Inositol, Niacinamide, Calcium Pantothenate, Pyridoxine HCl, Vitamin B12, Xanthan Gum, Natural and Artificial Flavors, Colors.


Directions
Please recycle.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Red Bull Sugarfree Energy Drink, 8.4 oz",2.69,Bristol Farms
CELSIUS,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Celsius, Peach/Mango Energy, 12 Ounce",2.29,Bristol Farms
CELSIUS,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Celsius, Sparkling Kiwi Guava, 12 Ounce",2.29,Bristol Farms
Kevita,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Kevita, Organic Tart Cherry Kombucha Drink, 15.2 Ounce",3.49,Bristol Farms
CalNaturale,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Calnaturale, Organic Svelte Looking Good French Vanilla, 11 Fl Oz",2.79,Bristol Farms
Red Bull,Sports & Energy Drinks,"RED BULL GIVES YOU WINGS.  Red Bull Energy Drink is a carbonated beverage that gives you wings.  WHEN TO DRINKRed Bull is a great energy drink to have by your side, and is appreciated throughout the world by top athletes and busy professionals to college students and travelers on long journeys. For those who need WINGS for intense meetings or creative brainstorming sessions, on the field with teammates or competitors, or simply want to get the most out of life, a chilled can of Red Bull Energy Drink Gives You Wings. WHAT'S INSIDE THE CANCaffeine was well known for its stimulating effects by ancient civilizations who consumed it from natural sources like tea, coffee, cacao beans & cola nuts. One 8.4 fl oz can of Red Bull Energy Drink contains 80 mg of caffeine. Taurine is an amino acid, naturally occurring in the human body and present in commonly consumed foods. It is involved in a wide range of biological processes. B-Group Vitamins are essential micronutrients that are required for maintaining normal body functionsSucrose and Glucose are different types of sugars which are also contained in commonly consumed foods. Water Naturally, water is a key ingredient of Red Bull. WHAT YOU ADD TO YOUR BASKET The original Red Bull Energy Drink, 8.4-Fluid ounce can","Important information

Safety Warning
Not recommended for children, pregnant or nursing women and persons sensitive to caffeine.


Ingredients
Carbonated Water, Sucrose, Glucose, Citric Acid, Taurine, Sodium Citrate, Magnesium Carbonate, Caffeine, Glucuronolactone, Inositol, Niacinamide, Calcium Pantothenate, Pyridoxine HCl, Vitamin B12, Natural and Artificial Flavors, Colors.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Red Bull Energy Drink, 8.4 oz",2.69,Bristol Farms
Go Girl,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Go Girl, Go Girl Energy Drink +Crv, 12 Ounce",$2.39,Bristol Farms
Rockstar,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Rockstar Energy Drink, 16 Oz",2.29,Bristol Farms
Goldthread Herbs,Sports & Energy Drinks,NaN,"Important information

Ingredients
Filtered Water, Lime*, Ceremonial Grade Matcha, Chlorophyll, Maple Syrup*, Monk Fruit Extract*, Naturally Occurring Erythritol (*Organic)


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Goldthread Herbs, Tonic Japanese Matcha, 12 Fl Oz",3.99,Bristol Farms
Imagine Foods,Sports & Energy Drinks,"Gluten-Free, Non-GMO","Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.",Imagine Foods Rice Dream Organic Rice Drink Classic Original -- 32 Fl Oz,3.39,Bristol Farms
Califia Farms,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Califia Farms, Almondmilk Hazelnut Creamer, 32 Ounce",5.79,Bristol Farms
CELSIUS,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Celsius, Wild Berry Energy, 12 Ounce",2.29,Bristol Farms
CELSIUS,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Celsius, Raspberry/Acai Energy +CRV, 12 Ounce",2.29,Bristol Farms
Rebbl,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Rebbl, Organic Reishi Chocolate Elixir, 12 Fl Oz",3.99,Bristol Farms
Diablo Loco,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Diabolo Loco,Acai Berry Guava Energy Drink, 16 Ounce",1.49,Bristol Farms
5 Hour Energy,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.",224446-test-title,2.99,Bristol Farms
Gatorade,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Gatorade Drinks, Fierce Melon, 32 Ounce",$1.99,Bristol Farms
Monster,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Monster, Low Carb Energy Drink, 16 Fl Oz",2.69,Bristol Farms
GT's,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","GT's, Divine Grape Synergy, 16.2 Fl Oz",3.99,Bristol Farms
Roar Beverages,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Roar Beverages, Strawberry Coconut Organic, 18 Fl Oz",2.29,Bristol Farms
Essentia Water LLC,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.",Essentia 9.5 pH Water 20 Oz Plastic Bottle,1.79,Bristol Farms
Amazing Grass,Sports & Energy Drinks,"Our whole leaf cereal grasses are organically grown and harvested only once a year allowing the root system to grow deep and capture an abundance of rich nutrients and minerals not typically found in traditional green leafy vegetables. We harvest at peak nutrition and cut only the tips of the grass where the nutrition is concentrated. While we don’t get the same yield as other crops, we ensure the highest quality grasses are whole leaf, not juiced, maintaining the nutritious fiber and whole food nutritional properties other grasses lack, ensuring mother nature’s available. Our organic cereal best is in every scoop. The result, one scoop is the nutritional equivalent of more than 10 shots of tray-grown wheat grass. At Amazing Grass our roots run deep...Back to our family farm in Kansas, where for over 3 generations Amazing Grass has organically grown & harvested the most nutrient-dense greens on earth. Today, we thoughtfully craft our greens with the highest quality, plant-based ingredients curated from like-minded farmers from around the world. Amazing Grass products are a delicious way to nourish your body with the whole food nutrition it needs to feel amazing every day.","Important information

Safety Warning
This product is labelled to United States standards and may differ from similar products sold elsewhere in its ingredients, labeling and allergen warnings


Ingredients
Whole leaf wheat grass powder when grown, processed and stored under optimal conditions is considered one of the most potent leafy green vegetables available. Wheat grass powder is an excellent concentrated food source of beta-carotene, calcium, chlorophyll, fiber, iron and vitamin K. It is also a very good source of protein, vitamin C, vitamin B-12, folic acid and vitamin B-6, trace minerals and contains all essential amino acids. Dehydrated wheat grass has been used for over 50 years as a vitamin and mineral supplement.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Amazing Grass Organic Wheat Grass Powder: 100% Whole-Leaf Wheat Grass Smoothie Booster, 30 Servings",$26.99,Bristol Farms
Sambazon,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Sambazon Amazon Energy Acai Berry 12 Ounce+ Energy Drink Outlet Sticker,",$2.69,Bristol Farms
Rockstar,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Rockstar Organic Energy Drink, 15oz.",2.29,Bristol Farms
Monster,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Monster Energy Drink Green Can (Regular), 16 Ounces",2.69,Bristol Farms
Rock Star,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Rock Star, Rock Star Recovery Lemonade +Crv, 16 Ounce",2.29,Bristol Farms
Marquis,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Marquis, Beverage Energy Super Berry Organic, 12 Ounce",3.49,Bristol Farms
Marquis,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Marquis, Mango Ginger Organic, 12 Ounce",3.49,Bristol Farms
GT's,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","GT's, Classic Energy, 16.2 Ounce",3.99,Bristol Farms
Marquis,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Marquis, Beverage Energy Citrus Lime Organic, 12 Ounce",3.49,Bristol Farms
Powerade,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Powerade, Zero Sf Mixed Berry +CRV, 32 Ounce",$1.49,Bristol Farms
Som Sleep,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Som Sleep, Zero Sugar +CRV, 8.1 Ounce",2.99,Bristol Farms
Zola,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Zola, Energy Acai Berry +CRV, 12 Ounce",2.49,Bristol Farms
Zola,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Zola, Energy Pineapple Coconut +CRV, 12 Ounce",2.49,Bristol Farms
Bristol Farms,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","5 Hour Energy Grape, 2 Ounce",2.99,Bristol Farms
